YPL089C	YBL037W	YBR182C	YKL185W	YOR140W	YGR044C	YCR097W	YCL067C	YPL248C	YJL056C	YCR040W	YPR199C	YCR096C	YCL066W	YJL110C	YKR034W	YDR421W	YGL254W	YDL170W	YFL021W	YCR018C	YGL035C	YOL089C	YHR006W	YLR013W	YER189W	YGR103W	YBR040W	YNL253W	YDR379CA	YBR182CA	YCL041C	YML132W	YHR193C	YIL174W	YJR161C	YKR105C	MEL1	YDR441C	YBR006W	YLR023C	YMR086CA	YHR081W	YBL111C	YMR014W	YER188CA	YCR104W	YHR156C	YIL002WA	YAL025C
0.6719778	0.0181811	0.7479497	0.0496249	0.1086189	0.1062903	0.2640194	0.8136431	0.4365502	0.8019920	0.1019566	0.7108014	0.7699537	0.3714278	0.2051214	0.3845717	0.6982577	0.7400297	0.7194555	0.2347760	0.0754477	0.6001266	0.8419000	0.7852793	0.7203256	0.2825770	0.3249363	0.2166934	0.7066122	0.6630398	0.4011012	0.3353550	0.3529824	0.5938724	0.4705037	0.5201864	0.0766079	0.3701476	0.5092866	0.1829365	0.8231489	0.4566069	0.7368137	0.3784103	0.2174956	0.2328982	0.6321374	0.3669088	0.1248370	0.0620594
