YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.0000000	0.7767400	1.0420704	0.0163684	0.5620281	0.9579590	0.2852288	0.0875181	0.5860707	0.8126138	0.7415937	1.0234249	1.0152852	0.3345696	1.0139536	0.9556817	0.9568594	0.4786374	0.9898390	0.9910976	0.3832641	0.8660877	1.0349353	0.1317124	0.9352036	0.7130227	0.8971336	0.9683564	0.6939925	0.9885269	0.9333918	0.0317447	0.2245725	1.0320762	0.6324423	0.1128108	0.0820836	1.0237557	0.2286467	0.8308128	0.0111345	0.2556556	0.0655985	0.5921155	0.7988425	0.5019273	0.9517472	0.9913967	0.0609003	0.9701827
0.9026985	0.0000000	0.9955183	0.0328648	0.5335213	1.0689133	0.2448676	0.0692479	0.6271937	0.7551980	0.8375378	1.0102167	0.9641708	0.3141711	1.0254871	1.0659073	1.0225054	0.1111596	0.9713401	1.0101874	0.4332136	0.9205439	1.0273390	0.1016821	0.9818406	0.7499317	0.9307741	1.0226275	0.6766812	1.0615882	0.9505187	0.0474565	0.1984718	1.0041410	0.4358204	0.1107739	0.1414380	0.0581884	0.0781911	0.9455890	0.6109469	0.3035187	0.0535955	0.5159368	0.8480956	0.5430650	0.8840424	1.0084816	0.0592134	0.9265834
0.8138652	0.6711180	0.0000000	0.0049378	0.5505305	1.0236869	0.3009441	0.0526546	0.4834924	0.7576971	0.6994139	1.0278644	1.0271514	0.2097105	0.8665076	1.0928663	1.0292747	0.4183229	0.9958560	1.0617635	0.4257222	0.8242038	1.0456257	0.1211796	1.0140714	0.8137518	0.9657914	1.0162725	0.6308526	1.0371413	0.9611924	0.0422344	0.2213509	1.0190566	0.4689995	0.1080691	0.0903606	0.0381166	0.2586385	1.0483337	0.5877743	0.3162390	0.0754068	0.0427815	0.7272065	0.5095268	0.9304542	0.9242546	0.0480708	0.9220589
0.8998478	0.6610248	1.0964728	0.0000000	0.4959025	0.9368933	0.3089267	0.0748402	0.4944344	0.7382708	0.6383330	0.9884730	0.9361685	0.3236124	0.9692363	1.0430942	0.9501825	0.4774647	0.9316372	1.0320450	0.4560509	0.9346939	1.0043323	0.1179651	1.0656941	0.7433011	0.8894140	0.9256677	0.5674770	0.9216055	0.9258277	0.0374314	0.2783740	0.9688321	0.5170160	0.2652934	0.1752669	0.0300277	0.1776277	0.8597070	0.5698896	0.3046842	0.0775908	0.5921935	0.8099404	0.5270911	0.9247058	0.9748874	0.0323009	0.8333843
0.7790483	0.6123934	0.9973987	0.0233086	0.0000000	1.0520561	0.2970118	0.1083479	0.6513125	0.8675716	0.6239149	1.0366241	1.0043346	0.2156650	1.0562145	1.0085633	0.9416440	0.4174727	1.0213499	1.0610734	0.4052115	0.8355364	0.9383671	0.1419923	0.9804215	0.7658336	0.9351809	0.9651324	0.6754746	0.9969708	0.9134735	0.0178735	0.2290635	1.0347891	0.5247063	0.2164818	0.1261053	0.0614339	0.2584820	0.9047163	0.3299536	0.3156374	0.0606678	0.6378600	0.7653074	0.4579900	0.8724272	1.0414261	0.0663324	0.8418554
0.8546857	0.6896508	0.9846565	0.1099447	0.5893331	0.0000000	0.6237537	1.0721218	0.5606442	0.7569175	0.6824992	1.0750016	0.9724822	0.3569229	0.9776382	1.0540493	1.1234616	0.4690964	1.0128797	1.0471578	0.3885721	0.6539361	1.0203024	0.1518050	0.9140582	0.8045991	0.3839590	0.9735701	0.0991745	0.8486172	0.9932616	0.2050761	0.2329220	1.0590962	0.8591117	0.1751545	0.1442614	0.0381256	0.2890070	0.9904577	0.4738134	0.2628678	0.0677112	0.5728716	0.8203580	0.5388251	0.6187227	0.9682717	0.9263614	0.8570016
0.7693671	0.7601695	1.0701942	0.0149106	0.6305175	1.0351969	0.0000000	0.1024043	0.5326357	0.7279701	0.6807864	0.9637313	1.0067227	0.3137396	0.9339323	1.0469888	1.0073984	0.4653810	1.0559084	1.0233556	0.3833492	0.8943347	1.1058632	0.1519009	1.0470705	0.9040059	1.0248502	0.9717105	0.5569951	1.0171357	0.9010352	0.0249161	0.2263886	1.0372416	0.3786366	0.1645330	0.1528225	0.0442162	0.2306937	0.9399203	0.4761971	0.2658989	0.0563360	0.6061378	0.9839906	0.6004449	0.8838325	1.0111306	0.0574084	0.9479948
0.9638321	0.7501570	1.1097656	0.0129581	0.6490439	0.9835907	0.2918149	0.0000000	0.5473595	0.7925638	0.6879310	0.9449249	1.0499985	0.2982929	1.0722960	1.0117080	0.9866405	0.4270943	1.0040298	1.0336138	0.4059753	1.0384929	0.9727267	0.1156113	1.0823264	0.8289072	0.9775281	1.0613672	0.6100120	1.0526227	0.8800967	0.0332982	0.2235611	1.0966238	0.4575181	0.1423264	0.1136340	0.0241084	0.2032072	0.9090117	0.5558079	0.2954793	0.0679825	0.5764144	0.7543564	0.5122267	0.8932857	1.0325519	0.0519103	0.9461144
0.8700180	0.6144539	1.0395068	0.1512082	0.6861676	0.9944241	0.4797116	0.0834207	0.0000000	0.7449247	0.6639895	0.9584354	1.0174768	0.2438497	1.0326514	0.9792235	1.0556609	0.4141806	1.0063952	0.9432776	0.4161696	0.8075888	1.0798847	0.1487109	0.9344829	1.0297136	0.9141332	0.9848409	0.4984034	0.8537189	0.9596523	0.1014236	0.2395091	0.9612338	0.3608484	0.1958480	0.1712031	0.0651262	0.1970890	1.0393905	0.4497027	0.2949287	0.0553107	0.5489846	0.9407725	0.5726117	0.9141754	0.0154670	0.0760441	0.9093118
0.8179785	0.7506547	1.0598220	0.0042817	0.5265288	1.1207123	0.3689731	0.0738972	0.5079672	0.0000000	0.2603653	0.9759265	1.0279661	0.0129501	1.0635200	1.0453800	1.0829974	0.5519221	1.0376342	0.9943943	0.3855881	0.7728763	0.9425776	0.1313681	1.0185444	0.8288785	1.0251990	1.0661092	0.5238897	0.9072868	0.9107153	0.0409960	0.1972245	0.9066951	0.4278491	0.1427755	0.1787523	0.0294031	0.2268698	1.0103001	0.4852989	1.0220516	1.0051054	0.5639908	0.4345557	0.5232481	0.9160762	0.9955848	0.0520522	0.9162976
