YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.4818279	0.6644438	0.9292765	0.0187218	0.5514310	1.0141846	0.2585268	0.1105493	0.5726614	0.7585430	0.6821035	1.0450583	0.9700534	0.2523906	1.1757805	0.9058670	0.9856430	0.4993873	1.1123695	1.0515496	0.4310676	0.8941939	0.9788418	0.0870369	1.0106574	0.7272800	0.9429735	1.0384295	0.6730642	0.9368096	0.8748267	0.0338946	0.2106127	0.9924800	0.5679627	0.1929875	0.1306325	0.0993135	0.2908272	0.7584670	0.0710437	0.2970938	0.0648451	0.5450674	0.5432073	0.5554754	0.8646590	0.9631170	0.0724582	0.9233972
0.9220020	0.3345445	1.0569293	0.0233526	0.6784442	1.0381281	0.2936693	0.0960439	0.5449102	0.7424332	0.7903747	1.1418716	1.0753086	0.2388984	0.9971292	1.0372522	0.9539759	0.2769375	0.9863381	1.1261718	0.3900449	0.7242882	0.9595342	0.1270307	0.9038947	0.7472263	0.9415602	1.1843655	0.5051390	0.9593320	0.9549010	0.0233243	0.2169937	1.0845893	0.4392517	0.2392588	0.1349857	0.0197246	0.1645849	0.9486506	0.5677478	0.3157539	0.0753642	0.6187474	0.8341204	0.5512172	0.8112963	1.1107657	0.0551721	0.8892796
0.8263631	0.5720350	0.4485111	0.0273805	0.5630492	0.9514733	0.2884634	0.0666284	0.5303013	0.7493855	0.7206238	0.9701575	1.0221920	0.3014890	1.0363964	1.0215701	0.9121521	0.4079791	0.9891184	1.0217447	0.4776151	0.7773794	1.0426872	0.1080669	1.0707454	0.7681611	1.0474846	1.0100904	0.5873209	0.9340099	1.0051745	0.0553148	0.2774153	1.0352366	0.4966231	0.0964516	0.0952008	0.0426874	0.2369478	0.8883737	0.4165218	0.2539233	0.0660065	0.2450415	0.5287056	0.5391531	0.9146299	0.9988593	0.0484362	0.9357270
0.9052852	0.6581051	1.1317823	0.0239801	0.6098748	0.9538930	0.3222047	0.0800027	0.5374612	0.7306707	0.6061651	1.0520129	0.9945773	0.2580306	0.9571792	1.1256412	0.9980075	0.5124473	0.9698949	0.9601556	0.3867243	0.8114130	1.0533703	0.1426788	0.8943161	0.7094782	0.9540124	0.9704390	0.6079374	0.9678702	0.9673110	0.0398753	0.2790749	1.1261597	0.4891312	0.1748922	0.1860377	0.0525629	0.2469127	0.8480918	0.6308739	0.3375849	0.0898896	0.5516853	0.7429772	0.5880034	0.9409451	0.9859586	0.0618571	0.9600732
0.7551502	0.6696435	1.1152043	0.0231647	0.2547718	1.0110183	0.2997778	0.0574710	0.5874417	0.7848914	0.6393286	1.1052305	1.1280013	0.3098603	0.9808456	0.9582891	0.9876526	0.4137944	0.9023449	1.0859337	0.3822562	0.9168760	1.0471710	0.1446323	0.9676155	0.7498590	0.8868362	0.8835217	0.5998092	1.0039433	0.9863211	0.0281815	0.1878124	0.9586165	0.4641833	0.3180709	0.1272329	0.0219095	0.2431007	0.9062333	0.4488911	0.3624155	0.0663034	0.5578674	0.8240885	0.5390691	0.8498323	1.0495232	0.0742919	0.9278853
0.8061783	0.6735514	0.9371888	0.0663521	0.5687004	0.4487790	0.4725080	0.4091332	0.5940075	0.7176982	0.6588578	0.9714807	0.9305024	0.2990719	0.9564971	1.0253637	1.0124908	0.4094075	1.0049228	1.0510948	0.4159947	0.6029451	1.0601619	0.1025912	1.0032680	0.7384977	0.7415092	0.9685867	0.6588899	1.0595575	0.9468974	0.0765307	0.2342283	0.9675802	0.5676373	0.2217622	0.1458341	0.0492046	0.3305990	0.8271666	0.6218440	0.2603964	0.0574235	0.5337710	0.6830309	0.5267607	0.7826062	1.0108973	0.9903789	0.7585209
0.8856150	0.6499275	0.9529777	0.0396075	0.4943136	1.0342857	0.1358930	0.0800513	0.5301104	0.7334811	0.7063521	0.9777488	1.0745406	0.2923618	1.0444488	1.0657529	1.0318765	0.4518836	1.0065782	0.9611563	0.4241599	0.8080590	1.0137016	0.1287726	0.9148254	0.8597329	0.9160933	0.9393986	0.6333067	1.0843676	0.9882985	0.0131479	0.2057430	0.9682504	0.5133875	0.2155606	0.1215794	0.0680411	0.2578553	1.0231944	0.4952264	0.2408602	0.0625758	0.6580440	0.8465721	0.6073862	0.9300808	1.0139656	0.0680617	0.9496373
0.8432438	0.7055120	1.0032836	0.0122804	0.5059236	0.9853131	0.3290680	0.0762097	0.6150567	0.7289590	0.6335913	1.1029350	0.8507116	0.3819511	0.8945535	0.9999150	1.0973010	0.5167691	0.9790312	1.0779593	0.3780435	0.9414121	1.0849779	0.1154152	1.0627531	0.7435781	0.9956271	1.0021774	0.6576457	0.8951289	1.0061457	0.0197788	0.2585079	1.0639891	0.5168530	0.2080810	0.1699242	0.0400253	0.2778667	0.9519047	0.6703990	0.2827465	0.0755733	0.6015208	0.6491243	0.5113542	0.9432149	0.9830988	0.0562317	0.8857723
0.7174499	0.6835787	1.0836097	0.1105538	0.4980513	1.0466134	0.3719146	0.0915133	0.2209678	0.8328582	0.7314166	1.1178047	1.0558544	0.2575656	1.0304609	1.0899468	0.9848691	0.4936696	1.0214365	0.9738215	0.3295938	0.8366921	0.9540681	0.1151454	1.0219925	0.9783268	0.8780871	0.8947333	0.4888721	0.9709992	0.8546334	0.0644921	0.1784909	1.0490977	0.4130573	0.1472993	0.1344214	0.0567286	0.2375776	1.0094740	0.3573402	0.3406715	0.0715280	0.6413219	0.5693675	0.4784916	0.8748199	0.9440706	0.0373782	0.8910949
0.7920786	0.6359657	1.0211783	0.0242843	0.5696838	0.9894644	0.2578598	0.0925138	0.5384807	0.5533671	0.4239411	0.9881800	0.9271323	0.0841104	1.0374942	0.9693283	0.9944589	0.4889798	1.0142318	1.0462806	0.4076256	0.7653477	0.9810925	0.1393448	0.9662482	0.7107513	1.0158673	1.0189519	0.6389660	0.9969791	0.9293043	0.0251148	0.1997735	1.0453522	0.4376535	0.1835772	0.1316029	0.0230698	0.2045221	0.8818177	0.6608767	0.6986316	0.0907402	0.5358703	0.5662804	0.6152636	0.9087306	0.8904133	0.0531110	0.9529318
