YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.8244677	0.1679864	0.5460772	0.1572634	0.3796889	0.7260874	0.3018452	0.0386166	0.4091382	0.5201658	0.6524368	0.4085431	0.7223183	0.1949594	0.7607071	0.6001408	0.6235346	0.0722757	0.6500432	0.7374741	0.4062673	0.4680037	0.7345128	0.1087643	0.4051043	0.5582480	0.6547717	0.7561096	0.4792879	0.6729307	0.5280127	0.0245162	0.2618717	0.7775027	0.2737216	0.5979804	0.1275080	0.0602869	0.0938496	0.6730190	0.4646733	0.1858864	0.0044871	0.4751664	0.6765049	0.5559377	0.6029817	0.8315778	0.0023365	0.4183223
0.6883047	0.3974143	0.5277807	0.1899346	0.4815099	0.5265522	0.1000569	0.0327921	0.4389929	0.3563993	0.6232720	0.7244132	0.7923475	0.1793740	0.7919396	0.7797214	0.6769369	0.3400359	0.4985433	0.7076245	0.2799757	0.4726822	0.5719521	0.1763466	0.6705115	0.6014665	0.4948894	0.5217854	0.3774009	0.6876444	0.6199091	0.0004045	0.1134889	0.6566311	0.4568885	0.0848483	0.2829017	0.0268588	0.2103271	0.5571956	0.3961001	0.2150225	0.0050440	0.3291819	0.7752208	0.1955545	0.6668177	0.7945848	0.0004774	0.3669318
0.7083185	0.2869448	0.6267600	0.0241770	0.5309846	0.6894474	0.2208646	0.0465933	0.4479771	0.3844686	0.3723794	0.6501302	0.7826007	0.2962197	0.6689982	0.7247099	0.6545190	0.1911103	0.4398157	0.7060848	0.2882604	0.4840119	0.6574433	0.0774794	0.6104370	0.4895238	0.6157306	0.5516389	0.4671025	0.6393630	0.6812680	0.2538070	0.1952280	0.5266290	0.0683725	0.1070868	0.2341040	0.0120947	0.0585552	0.5981567	0.6716190	0.3077972	0.0182036	0.2935894	0.6228338	0.5953545	0.6689460	0.7808383	0.1721176	0.5753910
0.6343632	0.5271993	0.6790011	0.0102860	0.2891188	0.5026910	0.0735780	0.1294932	0.3942143	0.3996949	0.5486169	0.7050423	0.6182460	0.1334035	0.6936885	0.7332768	0.6317084	0.3660020	0.8033633	0.6255773	0.4285547	0.4822393	0.4547307	0.0803159	0.6505944	0.5674657	0.7151518	0.7075889	0.3563759	0.7025043	0.7125352	0.0013340	0.2232747	0.3404198	0.3461129	0.2253736	0.1221440	0.0274369	0.1384229	0.4542423	0.4390149	0.3173265	0.0088079	0.3765597	0.3281084	0.0997925	0.5604910	0.6596962	0.2719963	0.6646486
0.6016720	0.5300881	0.8615285	0.2929925	0.4497072	0.6041625	0.2353055	0.0282713	0.3703149	0.5197420	0.2054492	0.5535542	0.7041662	0.2580440	0.5030929	0.8119484	0.6279936	0.2151125	0.5600247	0.4375447	0.1447590	0.8068219	0.8163027	0.0753014	0.5902711	0.4101505	0.6382484	0.4901625	0.4572267	0.6433251	0.6839064	0.1378003	0.1665004	0.5162388	0.3260785	0.3244328	0.2165347	0.0115260	0.1625431	0.5063218	0.4225229	0.0926820	0.0093671	0.3372076	0.7076730	0.3613995	0.7392000	0.7522872	0.2339404	0.6330950
0.5171789	0.5928664	0.5645998	0.0420740	0.2729975	0.5780148	0.3168025	0.0346447	0.5515965	0.4665462	0.5990550	0.6962194	0.4979006	0.2413287	0.6626515	0.4065838	0.5677584	0.2633789	0.6644433	0.7555405	0.4101751	0.6341270	0.5826517	0.0933675	0.5679482	0.5781450	0.5398077	0.6981953	0.3915824	0.6737045	0.5905069	0.1140914	0.0285044	0.5930346	0.1919049	0.2895814	0.1528493	0.0697964	0.1554027	0.4523913	0.2730134	0.2940945	0.0093014	0.3771571	0.6321054	0.3319192	0.4245189	0.6684223	0.0086010	0.7666152
0.6344074	0.5467168	0.7123460	0.4084681	0.4227255	0.4050676	0.3635404	0.1074822	0.2446666	0.5303849	0.5386053	0.7043667	0.7096737	0.2767147	0.4727086	0.6948037	0.7011217	0.2820337	0.5422166	0.3089545	0.2581556	0.4129939	0.5909582	0.1138313	0.6304609	0.5005733	0.5145527	0.6389589	0.4078737	0.8631001	0.5699676	0.3018768	0.1382205	0.4513008	0.3291387	0.1017099	0.1025750	0.0338260	0.5359095	0.7063192	0.4280417	0.1677746	0.0046364	0.4619258	0.7609114	0.3510407	0.7616770	0.6931265	0.4847643	0.4429131
0.8105435	0.3962911	0.4780184	0.0150539	0.0582054	0.6723959	0.3179466	0.0499228	0.2797582	0.4196969	0.3992739	0.6895954	0.3390126	0.0704927	0.5547321	0.7539716	0.4380855	0.4273143	0.6987032	0.5799161	0.2231480	0.5315029	0.6017436	0.0572593	0.7078994	0.4589296	0.6628559	0.5742567	0.4040480	0.7416733	0.5492031	0.1880474	0.1346808	0.7128553	0.1846392	0.0264501	0.1992592	0.0385173	0.2510769	0.6096932	0.6781413	0.3750731	0.0038052	0.3954158	0.0574324	0.4593033	0.5696749	0.7952540	0.0050606	0.6311108
0.4575432	0.3702999	0.7977800	0.0280105	0.4272389	0.5929368	0.1630015	0.0128726	0.4395847	0.4607656	0.5168160	0.6628028	0.3870426	0.2225275	0.7294500	0.6993001	0.6548153	0.1792119	0.6733479	0.6932634	0.1931698	0.8420681	0.6971612	0.1296236	0.6791029	0.6082360	0.6359297	0.8285610	0.6287508	0.5263337	0.6804435	0.0095423	0.0480920	0.6289066	0.2806114	0.1423530	0.1900063	0.0458423	0.2307584	0.6411071	0.5659980	0.1832932	0.0041947	0.4279625	0.5304232	0.3054159	0.6503716	0.6861374	0.0042557	0.7034877
0.4114359	0.4047763	0.7032789	0.0537626	0.2560687	0.7037585	0.3081239	0.0198473	0.3246539	0.4437675	0.5347224	0.6385318	0.4670819	0.2559302	0.7454937	0.5712869	0.4779628	0.4507005	0.6668543	0.7455072	0.3833481	0.5573899	0.4470804	0.1335585	0.5602771	0.7858543	0.7133719	0.7038449	0.4207556	0.6702555	0.5805970	0.1190335	0.1069860	0.4922734	0.2169299	0.1834195	0.1117748	0.0210987	0.4369699	0.7856270	0.2377537	0.0945276	0.0020078	0.5374898	0.7474428	0.3957433	0.6765642	0.6620337	0.0005832	0.6654622
