YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.7765556	0.1566154	0.5425160	0.2255969	0.3447028	0.7441142	0.2573618	0.0476779	0.4004813	0.4446584	0.7174368	0.3404948	0.6004156	0.1891795	0.6951987	0.5412019	0.7171481	0.0902865	0.6529943	0.6211270	0.2403521	0.4478923	0.7199317	0.1069278	0.5360647	0.4690514	0.6492646	0.6584086	0.4490601	0.6649082	0.4488604	0.0383451	0.1869338	0.6894125	0.2853788	0.6048689	0.1827425	0.0285024	0.1036102	0.7585420	0.5665024	0.1655824	0.0021398	0.4946407	0.5762818	0.4990070	0.5927573	0.8138260	0.0000626	0.4124230
0.6093986	0.3456334	0.5712275	0.2139905	0.3765963	0.5105138	0.1541964	0.0330573	0.3565588	0.4144349	0.5317407	0.7927005	0.7943230	0.1999014	0.6807546	0.7163569	0.8217735	0.2983760	0.5258738	0.7335170	0.1973988	0.5549029	0.4903076	0.1626346	0.7285379	0.6824633	0.7290178	0.6347715	0.3726942	0.6762472	0.5948905	0.0035751	0.1384249	0.7484269	0.3199317	0.0553425	0.2952136	0.0351706	0.1586794	0.5667352	0.3509716	0.2135594	0.0053827	0.3517794	0.8121333	0.3022063	0.6658097	0.8017432	0.0005424	0.4039046
0.6264131	0.4123423	0.6711904	0.0126734	0.4696264	0.4816305	0.2176454	0.0395454	0.4231377	0.4024702	0.4516670	0.6038863	0.6870529	0.3633629	0.5561374	0.6140148	0.6357802	0.2153806	0.4659833	0.7356221	0.2319805	0.5594898	0.5915190	0.1386878	0.6613079	0.4366545	0.5531500	0.7194897	0.4880085	0.7814921	0.4982419	0.3215596	0.2605217	0.4837747	0.0486442	0.0994382	0.3228134	0.0040138	0.0590781	0.6551286	0.6445757	0.3391705	0.0052913	0.3641974	0.5488355	0.4565522	0.5937887	0.8400755	0.1451278	0.5831886
0.6192392	0.5187391	0.7027653	0.0178078	0.3127475	0.5153937	0.0837523	0.0681792	0.3045870	0.3982472	0.5407908	0.7966212	0.5766564	0.1443026	0.6383028	0.7795911	0.5739385	0.3794293	0.6239260	0.6721384	0.3438541	0.5147964	0.3363345	0.0571304	0.5028871	0.5784193	0.5930226	0.5935142	0.3618103	0.8554030	0.6897995	0.0027771	0.1608121	0.3618685	0.3609281	0.2256207	0.1418267	0.0435122	0.1723918	0.5458164	0.4416857	0.3373602	0.0087871	0.3346425	0.2672856	0.1242258	0.5517176	0.6019605	0.3365077	0.6258344
0.5359502	0.4618834	0.7056586	0.3210643	0.3806206	0.7049805	0.2259236	0.0276966	0.3174787	0.4649657	0.2232452	0.6632026	0.5672300	0.3313812	0.3681628	0.7518895	0.6102661	0.3267932	0.5727669	0.5036455	0.1852108	0.6478262	0.6857909	0.0920955	0.4672869	0.5513952	0.6757661	0.6143611	0.4768437	0.6454862	0.6571784	0.1924267	0.2084639	0.5406232	0.3528730	0.3256158	0.1948059	0.0167578	0.1453282	0.6615923	0.5277093	0.1104113	0.0055515	0.2884607	0.5582059	0.3829098	0.6803101	0.8240308	0.2282498	0.6052892
0.6344854	0.5300587	0.5441984	0.0518235	0.2975831	0.5728401	0.3270033	0.0541295	0.4499935	0.4399527	0.5192929	0.6882377	0.5038622	0.1758891	0.6617407	0.4081614	0.7884181	0.2469497	0.6638151	0.8348759	0.4531354	0.6006520	0.6191104	0.0953089	0.6636500	0.5358870	0.5745572	0.6596437	0.3832266	0.5831032	0.6465662	0.0869680	0.0141472	0.5739988	0.2171450	0.1656343	0.2344119	0.0363127	0.1400611	0.5027999	0.3575918	0.2037662	0.0150194	0.3001348	0.6271088	0.2775093	0.3517897	0.7794373	0.0018880	0.5902838
0.5953821	0.5109693	0.7847684	0.3967161	0.4798406	0.4156555	0.3905247	0.1360339	0.3345798	0.5807328	0.5375068	0.6296525	0.7809583	0.2291421	0.5097987	0.6541122	0.5410566	0.3242528	0.6140481	0.3634972	0.2434900	0.3860044	0.5720520	0.1518080	0.7088972	0.4899141	0.4769829	0.5466894	0.3455317	0.5924273	0.6941605	0.3546092	0.1526437	0.4834890	0.3041871	0.1063345	0.1105967	0.0330532	0.6400923	0.7899427	0.2878851	0.2064805	0.0045687	0.4789046	0.7245092	0.2717214	0.8113718	0.7088691	0.3647130	0.5179074
0.7175414	0.4387157	0.5117332	0.0201421	0.0852116	0.7083848	0.3058405	0.0649536	0.2938844	0.4262536	0.2897137	0.8289753	0.3532588	0.0585333	0.4502092	0.6582423	0.5302707	0.3729514	0.6588846	0.4913794	0.2231350	0.5517894	0.5342397	0.0647681	0.8395344	0.4566089	0.5285787	0.6475677	0.4549998	0.5607042	0.6655715	0.1222628	0.1289237	0.6867043	0.2061383	0.0132972	0.2172945	0.0243940	0.3143837	0.8034548	0.5513749	0.2983800	0.0171059	0.4372978	0.0545753	0.3573321	0.5646375	0.8002858	0.0000243	0.6603046
0.5229151	0.4669904	0.8366942	0.0514770	0.2707377	0.6113107	0.1414548	0.0147673	0.3718243	0.4722565	0.5419612	0.7125710	0.5125097	0.1742010	0.6579926	0.6453733	0.6343975	0.2274944	0.7278996	0.5233293	0.2319551	0.7832432	0.6115161	0.0917445	0.7930925	0.6248650	0.6690735	0.7907624	0.5530337	0.5006994	0.7571492	0.0137176	0.0493902	0.6581432	0.2182932	0.1201661	0.1385895	0.0444110	0.1760397	0.5406509	0.4447242	0.2536851	0.0013897	0.4350529	0.6912533	0.3478108	0.5770500	0.6345133	0.0024581	0.8047412
0.4519537	0.4145682	0.7492510	0.0315036	0.3555102	0.6655723	0.2521140	0.0169977	0.2010425	0.5028776	0.4732706	0.7751432	0.6644854	0.2073633	0.7167151	0.7104850	0.6065047	0.4526334	0.5936834	0.6859979	0.3792616	0.6903045	0.6339861	0.1551111	0.6024794	0.6143617	0.6951705	0.6249518	0.3896043	0.6472363	0.6603804	0.1475842	0.1305246	0.6411309	0.2520718	0.1813960	0.0780392	0.0362200	0.3973816	0.5596157	0.2023755	0.1637364	0.0004365	0.4440004	0.5914284	0.3925336	0.6251447	0.6832530	0.0000883	0.6506401
0.4823570	0.6138544	0.6733453	0.2156666	0.4288873	0.4779531	0.1264246	0.1245137	0.3922724	0.4847693	0.4295149	0.6472962	0.7249248	0.1628405	0.7466288	0.7795929	0.7221881	0.2513059	0.4452481	0.6561138	0.3667655	0.5091434	0.6647236	0.1229809	0.4010223	0.4835389	0.6936641	0.6285997	0.4036844	0.5041296	0.7217738	0.1280912	0.1637152	0.6787251	0.2910150	0.5259602	0.4009441	0.0346271	0.3099938	0.6843416	0.3683956	0.2888605	0.0313250	0.4319883	0.8474941	0.2098986	0.6418361	0.6701438	0.1303184	0.3570742
0.4685748	0.4917767	0.7260877	0.0165872	0.4004062	0.7473821	0.2618538	0.0526945	0.2752128	0.5876520	0.5750217	0.6897968	0.5744957	0.2327945	0.6123422	0.7446894	0.5601276	0.1978588	0.5766278	0.5112358	0.3025702	0.4931212	0.8320009	0.1241666	0.7630635	0.5404381	0.6550500	0.7439918	0.6405252	0.6439008	0.5983684	0.1686535	0.1597297	0.7770980	0.3607551	0.1173443	0.2080984	0.0348561	0.3006945	0.3869496	0.1073474	0.2204028	0.0053037	0.4089940	0.6712897	0.3711010	0.6351098	0.7073269	0.2284353	0.6634868
0.6034974	0.3717513	0.7109154	0.0422639	0.2710841	0.5614041	0.3563237	0.0771132	0.3173514	0.3861768	0.6116106	0.7810341	0.6689046	0.1767888	0.7642417	0.6428587	0.6690401	0.1687727	0.3591012	0.6001737	0.2730155	0.2660693	0.7147720	0.1631998	0.5291468	0.6202384	0.5602756	0.6404778	0.4906672	0.2786689	0.6332159	0.2889199	0.2281089	0.7214255	0.2771678	0.4899532	0.2025437	0.0144066	0.1237462	0.7764547	0.6538025	0.2214216	0.0615500	0.4491383	0.6482710	0.2814362	0.6220570	0.6741109	0.0245865	0.6639603
0.3918936	0.4012538	0.5645928	0.2335050	0.3457767	0.6018801	0.1995433	0.0458469	0.2802009	0.2498932	0.1756444	0.7070024	0.4994505	0.0133872	0.6195950	0.7331388	0.6424435	0.4368359	0.5968758	0.5700243	0.3492868	0.6487156	0.7473066	0.1369812	0.6915418	0.5288650	0.7133689	0.6870387	0.4737219	0.5923862	0.6769783	0.0917388	0.1982087	0.6968195	0.2889770	0.1819591	0.0755969	0.0419377	0.2729053	0.5814231	0.1960958	0.4832853	0.0533318	0.4469287	0.6099773	0.5177241	0.6984889	0.7338615	0.0002066	0.4101570
0.4625298	0.6151535	0.7049110	0.1340501	0.4273820	0.4113941	0.3597281	0.2580491	0.3556270	0.3384090	0.3256657	0.6802678	0.4874224	0.0553803	0.5864679	0.7016423	0.7086076	0.2794987	0.6860965	0.4114619	0.4848292	0.2479793	0.8583105	0.0955493	0.7407919	0.5879567	0.6500451	0.6664200	0.4235722	0.5297441	0.6326602	0.0805161	0.0878923	0.7254220	0.3139665	0.1392239	0.1540321	0.0310002	0.2872417	0.7794478	0.3924363	0.3889412	0.0523589	0.4567481	0.3331305	0.4500356	0.7700917	0.9000303	0.7602877	0.7988120
0.6346269	0.4696719	0.7012582	0.1292907	0.2363167	0.6382386	0.2254612	0.0626438	0.3837135	0.5399926	0.6524810	0.8367761	0.5819653	0.3109382	0.4502667	0.7766129	0.6496406	0.2275629	0.8410306	0.7940274	0.1964843	0.5165074	0.5722163	0.0699010	0.7270488	0.3876651	0.5915325	0.6752057	0.4828535	0.6175537	0.7299328	0.1030279	0.0243500	0.7258779	0.3748324	0.1082304	0.2327300	0.0231131	0.0999863	0.6115002	0.5172427	0.1427618	0.0337170	0.4884009	0.5772604	0.3355611	0.5586003	0.6112832	0.0011131	0.5617115
0.2169539	0.5420783	0.6077588	0.0175616	0.1167480	0.6454834	0.0668760	0.0491259	0.3878565	0.3915364	0.2355971	0.5874726	0.5289367	0.1009027	0.4855568	0.6362343	0.7189894	0.4581537	0.8572692	0.7822611	0.3168177	0.6752930	0.5950199	0.0822666	0.6754108	0.6551987	0.6601520	0.6573043	0.3409413	0.7134955	0.6447391	0.0142492	0.1619095	0.7051732	0.3866949	0.1826884	0.1551627	0.0326557	0.2435945	0.3304624	0.0427606	0.4060475	0.0422977	0.4317669	0.4086695	0.3658006	0.6052493	0.6568674	0.0007844	0.6006735
