YCR040W	YCR097W	YPR199C	YCR096C	YHR006W	YOL067C	YMR019W	YGL254W	YDR463W	YJL110C	YCL066W	YOL089C	YOR032C	YKR034W	YKL020C	YBL103C	YDR081C	YGR044C	YBR083W	YJR147W	YGR249W	YOR140W	YDR421W	YMR164C	YGL162W	YPL060CA	YHR156C	YOR265W	YLR302C	YLL055W	YCR108C	YPL215W	YMR135C	YJL198W	YBR167C	YIL012W	YNL038W	YNL105W	YML055W	YCL012W	YBR281C	YGL156W	YLL047W	YML048WA	YGL247W	YHR015W	YEL071W	YOL057W	YJR044C	YOL159C
0.7995434	0.6436023	1.0735834	0.0356806	0.6231271	1.0882319	0.3113761	0.0875752	0.5404084	0.7044702	0.7540439	1.0246109	0.9973189	0.2474304	0.9943976	1.0385107	1.0221540	0.4621064	1.1028202	1.0021799	0.4691883	0.8274477	0.9941513	0.1319771	1.0074819	0.7568337	0.9451196	0.9823579	0.5625789	1.0389289	0.9854108	0.0397200	0.1653466	0.9631550	0.4303041	0.1795841	0.1040662	0.0485262	0.2059336	0.9195204	0.4811442	0.3213545	0.0517845	0.5464536	0.8062971	0.5245599	0.8518813	1.0240821	0.0575434	0.9697381
