YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.0656526	0.7211072	0.7753941	0.1109484	0.0762239	0.3105950	0.5254678	0.2448840	0.6472324	0.7559920	0.0479382	0.8030631	0.8106118	0.7317033	0.7423797	0.6443871	0.6689105	0.8408509	0.6952658	0.6013642	0.2394165	0.8089896	0.7059046	0.1257916	0.8373142	0.6681032	0.1147972	0.4200150	0.6366203	0.7607334	0.6519920	0.5113335	0.0692991	0.2828211	0.5606253	0.4569387	0.6906288	0.0138977	0.3298920	0.7223369	0.3631013	0.4765807	0.1697100	0.3364227	0.3541622	0.4094322	0.7577516	0.5641198	0.2532122	0.0030688
0.5368480	0.3298851	0.8036039	0.4313471	0.1286581	0.3446852	0.3548842	0.2704426	0.7184687	0.7766143	0.0846524	0.6894248	0.7817183	0.6843119	0.6009945	0.6742658	0.8010219	0.7805523	0.7123717	0.5487379	0.2490798	0.7379418	0.7313361	0.1401657	0.7985744	0.7422958	0.1887615	0.5195756	0.4624187	0.7137634	0.5765063	0.2431909	0.2802237	0.2849648	0.4740852	0.2185881	0.6437993	0.0323650	0.2981671	0.8302923	0.3839918	0.5662213	0.5834977	0.1864578	0.3113691	0.3572923	0.7330823	0.6176101	0.4042566	0.0067106
0.2730406	0.6603648	0.3550603	0.1625612	0.1166572	0.2885812	0.4884349	0.3126819	0.6139849	0.7357916	0.0558059	0.7549920	0.7383376	0.7979962	0.5543924	0.6969324	0.7345198	0.7127017	0.6261423	0.6341175	0.2702523	0.7233177	0.5839576	0.1042902	0.6454759	0.6049616	0.1230697	0.5934181	0.5371346	0.6426032	0.6141769	0.5977693	0.0833809	0.2086437	0.5391916	0.2776452	0.6530336	0.0180227	0.3215637	0.8284618	0.3533786	0.3939846	0.3488762	0.3144820	0.2787299	0.3912941	0.6886622	0.7019663	0.2881321	0.0071008
0.1433272	0.6825322	0.8280277	0.0628826	0.0746709	0.2583633	0.4529644	0.2581426	0.7392461	0.6262078	0.0869604	0.5641891	0.8144659	0.7201909	0.6003052	0.6940839	0.7123699	0.7217920	0.6798822	0.6306220	0.2838806	0.8693957	0.6781109	0.1906866	0.7379230	0.6721532	0.1478369	0.5364124	0.5395066	0.7953191	0.5858400	0.6667766	0.0104040	0.1995747	0.3970710	0.3928845	0.6873847	0.0458299	0.2784012	0.7907178	0.4063874	0.3936261	0.2410849	0.3252433	0.3863882	0.4118980	0.6871055	0.5727764	0.2507558	0.0048607
0.2578415	0.6894134	0.8215219	0.1385949	0.0257030	0.2062566	0.4260006	0.2911184	0.7378790	0.8402254	0.1205408	0.7302762	0.7025922	0.7065654	0.6632496	0.7643462	0.7848895	0.6209585	0.8971093	0.6306088	0.2681642	0.7568510	0.8733931	0.1477139	0.7484638	0.6218595	0.0909245	0.5692823	0.5423189	0.6607422	0.5634776	0.5323239	0.0985234	0.2680547	0.5010284	0.4586853	0.7894443	0.0187565	0.3180951	0.7938617	0.3390876	0.4152982	0.3583454	0.3773258	0.3922633	0.3445350	0.7799005	0.7953124	0.2793269	0.0066567
0.2164274	0.6926543	0.7762011	0.1442178	0.0561688	0.1339640	0.4313192	0.2598910	0.7535879	0.7301601	0.0997468	0.7545864	0.7713058	0.7364420	0.7559672	0.8405812	0.7109790	0.7381435	0.8168765	0.6547929	0.1698097	0.7609264	0.6926261	0.1128825	0.8871018	0.7589038	0.1241225	0.7236581	0.5361329	0.7448020	0.6798333	0.7586285	0.0266339	0.2244528	0.4811636	0.4406982	0.6506378	0.0145744	0.3781575	0.6624611	0.3424259	0.5615223	0.2486405	0.3099659	0.4649294	0.4177163	0.5694825	0.7600595	0.3008180	0.0047528
0.2061003	0.7002244	0.8409729	0.0755748	0.0763318	0.3028630	0.1816390	0.3161695	0.9060611	0.7092021	0.1487797	0.6913805	0.7440528	0.6667427	0.6640710	0.7176970	0.7164617	0.6706040	0.8782500	0.5837305	0.2511165	0.6385708	0.7315707	0.1459679	0.7582035	0.5668185	0.1258564	0.5202855	0.6370974	0.8267644	0.6407160	0.4926516	0.0202014	0.2155192	0.3716297	0.4941612	0.6693848	0.0179050	0.2596564	0.6865649	0.3183466	0.4435126	0.3697776	0.2934832	0.6409973	0.3414928	0.7043119	0.7222520	0.2715842	0.0115220
0.1826656	0.7144774	0.6245171	0.0936506	0.0701582	0.3112724	0.3865091	0.1627037	0.8920726	0.7826641	0.0778805	0.7171290	0.7871044	0.7734265	0.6315181	0.7235313	0.8576028	0.8333184	0.8655364	0.6577593	0.2185888	0.7258985	0.7479703	0.1466740	0.7650027	0.5724799	0.1474909	0.5016508	0.7397497	0.7338022	0.6944659	0.5460594	0.0897269	0.2640709	0.5064803	0.4347084	0.6628041	0.0373713	0.2928953	0.7288241	0.3403646	0.4025852	0.3821875	0.2640644	0.2398778	0.4406435	0.6959593	0.5712536	0.3035440	0.0376061
0.1768205	0.7467012	0.8154655	0.1412408	0.0983004	0.2704608	0.3895624	0.4134168	0.3955077	0.6946423	0.0710422	0.8625566	0.7022880	0.8442623	0.6628348	0.7109975	0.7873494	0.7175480	0.7403356	0.6955969	0.2592201	0.7452822	0.6176481	0.1537082	0.7680758	0.7083624	0.1819401	0.5957159	0.6128198	0.6710987	0.6619298	0.4984880	0.0655917	0.3181533	0.5633010	0.4946670	0.6217949	0.0207710	0.3447549	0.7267011	0.4019720	0.4076518	0.3190867	0.4000555	0.3769282	0.4709880	0.6201085	0.5819624	0.2993349	0.0023076
0.1985513	0.7380182	0.7324953	0.0910859	0.0913035	0.2643834	0.3574232	0.2902931	0.7535608	0.3900028	0.0641511	0.7578745	0.6920236	0.7772809	0.6986861	0.6053464	0.6754251	0.7628474	0.6687805	0.4389702	0.2442814	0.6776521	0.7797262	0.0928691	0.6207029	0.7267601	0.2569180	0.5521735	0.5531874	0.7026636	0.6603959	0.6171714	0.0648059	0.3384734	0.3799129	0.5137478	0.7294462	0.0308458	0.4249786	0.7442636	0.4266468	0.4170832	0.3325405	0.3177612	0.3781833	0.4950581	0.7511347	0.7005716	0.2809279	0.0264299
