YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.0000000	0.6014697	0.6673971	0.1037359	0.0862890	0.2454021	0.3963779	0.2751186	0.6814524	0.7256981	0.0798095	0.6116234	0.8283421	0.6547340	0.5869158	0.7437321	0.6205990	0.7066636	0.7390638	0.7665560	0.2370911	0.8930963	0.6603442	0.2028377	0.7238782	0.6128852	0.1196792	0.5889766	0.5998776	0.7296076	0.7430119	0.5421865	0.0501163	0.3503204	0.4217795	0.3931524	0.7253352	0.0324855	0.3244666	0.7626345	0.3301454	0.4525119	0.0662298	0.2877073	0.4641346	0.3885397	0.6146440	0.7293463	0.3986659	0.0062557
0.6352050	0.0000000	0.7262107	0.8180141	0.7990720	0.4171612	0.4826466	0.2608355	0.6077690	0.7044906	0.0820627	0.7156350	0.6378093	0.8890046	0.5849762	0.0266299	0.6858476	0.7315648	0.7429994	0.7247832	0.2686820	0.6476600	0.7874400	0.0990618	0.7512768	0.3107324	0.4221296	0.4146261	0.5158134	0.0974623	0.0055918	0.1242550	0.4842771	0.3080532	0.3921617	0.1336873	0.0645840	0.0441463	0.2898444	0.7164133	0.3929063	0.3883865	0.6404065	0.2256096	0.3993190	0.3582913	0.6310328	0.3544252	0.2995374	0.0037124
0.7531164	0.0611264	0.0000000	0.7761509	0.6667912	0.3995412	0.4419289	0.2442445	0.6981803	0.8477851	0.0990713	0.7849178	0.6273249	0.7078490	0.6894295	0.2540825	0.7663894	0.6347477	0.6274924	0.6603347	0.2408914	0.6662930	0.7313013	0.1481809	0.7209487	0.3406839	0.4428529	0.4347660	0.5656916	0.5713688	0.0663608	0.0835053	0.5615655	0.2815824	0.3128854	0.1368416	0.0688066	0.0347811	0.3413407	0.6786652	0.3472997	0.3785414	0.5970461	0.3007830	0.3156437	0.3766775	0.8401246	0.4151133	0.3139371	0.0023565
0.1587971	0.7330120	0.5813403	0.0000000	0.0877328	0.3200518	0.4176426	0.3113140	0.9028558	0.7377917	0.0911948	0.7535906	0.9004179	0.7134507	0.6058059	0.5632408	0.7648896	0.7458900	0.7406788	0.6368765	0.2196446	0.6483410	0.6764914	0.1894960	0.7489361	0.6157898	0.1543075	0.6266873	0.5614901	0.7630387	0.8539548	0.6661124	0.0091026	0.2044649	0.4918709	0.4669904	0.7711175	0.0140670	0.2824713	0.6828823	0.3364509	0.4249220	0.2960610	0.4082065	0.3587070	0.2877831	0.6384331	0.6629996	0.3192383	0.0032189
0.1933029	0.8108317	0.6289943	0.0618017	0.0000000	0.2603305	0.3971141	0.3206750	0.7298982	0.7568638	0.0754537	0.7737931	0.8640491	0.7748837	0.5660835	0.6740245	0.6785497	0.7137131	0.6524626	0.7014466	0.1743703	0.7425125	0.7437232	0.1262257	0.8934379	0.7626020	0.0176198	0.5625819	0.4958576	0.5905950	0.6808790	0.8049002	0.0449622	0.2352137	0.5064724	0.4314432	0.5971241	0.0188991	0.2587624	0.8113309	0.3208114	0.4989407	0.3497853	0.2224031	0.4292475	0.4360857	0.7723412	0.6364528	0.2679242	0.0204687
0.1985168	0.7264906	0.8062384	0.1342666	0.1138315	0.0000000	0.2948774	0.2381355	0.6393618	0.7420742	0.1010822	0.8236353	0.6647266	0.7459024	0.4849006	0.8211915	0.6814729	0.7321690	0.7118555	0.4367197	0.2055593	0.7394778	0.8597114	0.2333992	0.9008206	0.6599426	0.1107821	0.9333532	0.5025630	0.6954498	0.5496123	0.7583704	0.0815590	0.2168895	0.6295072	0.6245747	0.7815610	0.0280393	0.3562852	0.8436449	0.4593784	0.5101431	0.2984090	0.3282447	0.3819589	0.5176893	0.7054122	0.6668410	0.3459485	0.0043605
0.2277849	0.8945772	0.7294538	0.2106558	0.1538657	0.3290413	0.0000000	0.4481526	0.8222485	0.6938030	0.0603098	0.6293354	0.9101223	0.6971763	0.5428955	0.7233374	0.7666129	0.7651806	0.7526797	0.6983004	0.3127792	0.6340079	0.7860706	0.1734155	0.6913263	0.7730849	0.1325441	0.5939584	0.5086503	0.7567320	0.7251783	0.6260851	0.0992856	0.1996904	0.5660489	0.4358068	0.6930257	0.0341137	0.3332512	0.5745177	0.3663540	0.4141830	0.3028085	0.2562776	0.8411953	0.4309710	0.6518832	0.6011123	0.2652712	0.0046213
0.1621869	0.7344166	0.8584190	0.1010330	0.0758459	0.2516486	0.4584036	0.0000000	0.8453742	0.8059108	0.0611350	0.7984755	0.7447142	0.6991379	0.6095719	0.5826764	0.6561283	0.6644597	0.6765778	0.5564694	0.2610181	0.7780371	0.7642106	0.1994083	0.7595993	0.6650379	0.1216351	0.4034084	0.6909558	0.7715368	0.5884993	0.6063542	0.0278464	0.3042570	0.4411217	0.4483516	0.8445790	0.0120800	0.3991187	0.8594161	0.3882159	0.4287403	0.2465988	0.2617793	0.0386968	0.4687429	0.7071884	0.6237190	0.2490676	0.3265425
0.1886382	0.8890562	0.6910847	0.0691717	0.0852688	0.2300168	0.3624645	0.4934288	0.0000000	0.6870563	0.0194442	0.8056861	0.8194545	0.7475651	0.6010566	0.8513849	0.6682729	0.7143237	0.6966654	0.7424986	0.3121092	0.9111599	0.7160595	0.1473985	0.7379495	0.6251295	0.1350044	0.7529247	0.6878149	0.7106243	0.7244058	0.5514872	0.0550315	0.4333230	0.4108268	0.4031011	0.7838780	0.0086404	0.2636435	0.7916537	0.0804037	0.4612810	0.3217123	0.3002305	0.4019514	0.5691113	0.6616077	0.5052531	0.3773584	0.0056920
0.1230164	0.6863370	0.7964416	0.0808942	0.0873926	0.2887621	0.4543095	0.2731736	0.7963189	0.0000000	0.0792467	0.6933898	0.7779691	0.7132818	0.6546153	0.6674577	0.7405138	0.7232215	0.8745488	0.0103681	0.1697349	0.8373317	0.9633427	0.1187711	0.6501431	0.8109786	0.0894735	0.4815337	0.5961753	0.6670389	0.6577273	0.6268235	0.0262958	0.2526792	0.5221145	0.8936517	0.6566946	0.1058511	0.3920504	0.7567807	0.3307991	0.4920262	0.3674279	0.3532095	0.3099393	0.3358337	0.6076765	0.6721797	0.2075374	0.0040419
