YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.1324736	0.9963296	1.0048465	0.1822811	0.1367935	0.4926853	0.5608565	0.3534232	1.0348908	1.0690432	0.1194490	1.0466076	1.0052803	0.9848048	0.8294125	0.9452033	1.0243958	0.9750572	0.9023253	0.8188171	0.3859628	1.0882701	0.9909593	0.1971497	1.0684710	0.9096512	0.1968698	0.7460861	0.7584415	1.0299495	0.9089914	0.8890350	0.0688483	0.3739948	0.6390772	0.6986913	0.8470285	0.0438771	0.4253059	0.9672002	0.4967945	0.5351177	0.1825657	0.4890155	0.5544421	0.5446079	0.9324780	0.8044147	0.4623425	0.0127578
0.7562398	0.5679823	1.0252390	0.5894830	0.1549857	0.3985099	0.6148050	0.4439266	1.0801119	0.9742771	0.1242354	1.0364405	0.9319003	0.9474565	0.8929502	1.0506191	1.0832555	1.1322038	1.0586524	0.9301815	0.3445292	1.0460276	1.1001647	0.1525001	0.9727061	0.8397010	0.2558038	0.8417875	0.7670557	1.0082263	0.7292292	0.4432700	0.4622981	0.2720182	0.6346855	0.2451841	0.8268009	0.0348781	0.3828804	1.1903574	0.4627054	0.6398200	0.8304244	0.3223635	0.4546296	0.5653628	1.0301506	0.8298994	0.4447300	0.0104817
0.3448539	0.8553708	0.5004766	0.2855337	0.0854460	0.3667796	0.5700349	0.3323422	1.0264588	0.9841832	0.0787587	0.9555424	0.9792262	1.0173449	0.8638073	1.0109210	0.9886771	0.9452934	0.9007510	0.8512629	0.3387321	0.9645857	0.9775255	0.2118382	0.9265237	0.8770497	0.1418177	0.7334420	0.7966092	1.0295568	0.9415614	0.8755843	0.1432745	0.3225821	0.7412133	0.5701555	0.9361766	0.0504479	0.4155643	0.9499072	0.4607828	0.6197104	0.5510363	0.4904493	0.5471240	0.5325624	0.9591800	1.0457131	0.4760228	0.0189039
0.1871994	1.0609634	1.0441246	0.0423793	0.1055591	0.3781638	0.5720160	0.3172185	1.0334161	0.9752946	0.1141967	0.9960672	1.0907677	1.0451917	0.8038360	1.0351018	0.9595532	1.0654139	1.0028034	0.8774825	0.3542703	0.9364817	0.9540026	0.2468795	1.0576511	0.8927388	0.1878632	0.7735117	0.7917581	1.0824349	0.9576577	0.8519053	0.0148973	0.3253621	0.6271334	0.6148480	1.0221042	0.0433325	0.3669021	1.1230512	0.5175151	0.5197358	0.3947793	0.4428420	0.4079909	0.5734576	0.8969881	0.9263004	0.4170911	0.0096762
0.2845019	0.9688768	1.0255451	0.2092361	0.0282394	0.3731126	0.5510501	0.3385221	1.0379162	1.0850130	0.1370888	0.9742556	0.9483553	0.9994639	0.8295631	1.0866833	0.9406228	0.9545344	1.0741437	0.8885947	0.3245265	1.0485404	1.0381909	0.2064038	1.1089979	0.8757007	0.0829792	0.8169559	0.7271284	0.9417042	0.8866561	0.8752888	0.0966908	0.3236698	0.6920228	0.5523994	1.0325549	0.0474099	0.4224117	0.9354313	0.4432769	0.5595369	0.5456996	0.4112917	0.5434820	0.5172734	1.0013929	0.8046362	0.3563815	0.0074376
0.2562072	0.9112939	1.0722356	0.1674716	0.1115985	0.1666126	0.5545124	0.3936942	1.0981616	0.9498533	0.1328654	1.0109522	0.9779210	1.0624982	0.9028381	1.0813049	0.9734367	1.0305341	0.9818433	0.8560701	0.3146431	1.0417035	1.1129749	0.1775364	0.9945862	1.1028762	0.1940040	1.0509403	0.7894066	0.9506604	0.9328972	0.9812933	0.0673438	0.2953036	0.7787438	0.6148987	1.0688946	0.0417987	0.3893521	1.0125269	0.5069594	0.6204693	0.4224111	0.3879106	0.5605578	0.6153209	0.8494415	1.0046397	0.4187400	0.0168249
0.2204922	1.0298849	1.1244695	0.1017729	0.1107471	0.4513681	0.2333640	0.3990915	1.0468835	0.9637961	0.1185065	0.9965864	1.0300341	1.0894488	0.9070236	0.9698099	1.0264805	0.9388668	1.0348811	0.8914281	0.3246045	1.0625048	0.9614516	0.2049074	0.9593727	0.8827034	0.1986110	0.7550927	0.7893563	1.0064303	0.9268315	0.8075789	0.0340722	0.3796759	0.6198086	0.7046703	1.0231050	0.0686247	0.3917867	1.0729887	0.4687576	0.6470504	0.3757560	0.4942752	0.8500491	0.5643768	0.8424148	0.6710619	0.3990029	0.0142463
0.2703026	0.9601881	0.8423385	0.2064719	0.1444237	0.4619160	0.4963823	0.2415265	0.9958008	1.1194171	0.1279342	1.0802949	0.9989983	1.0848329	0.8047085	1.0912972	1.0692803	0.9069381	0.9606190	0.7954534	0.3906029	0.9735810	0.9973392	0.2778530	1.0638294	0.8531513	0.2086941	0.7769320	0.8171568	0.8949100	0.9551379	0.7727248	0.0680051	0.4040643	0.7333041	0.6004195	0.9750024	0.0471486	0.4671972	0.9002379	0.5259996	0.5872576	0.3815723	0.4021250	0.2850718	0.5662250	1.0699584	0.8890991	0.4016595	0.0202211
0.2354129	1.0573530	1.1018969	0.1573640	0.1723377	0.4160827	0.5076328	0.4265323	0.4456757	1.0692682	0.0803839	1.0328725	1.0434632	1.0194044	0.8982986	0.9544992	1.1208753	0.9522080	1.0219278	0.9224183	0.2667304	1.0010950	0.9874771	0.1726822	1.0767892	0.9324138	0.2288154	0.7766835	0.8255879	0.9867042	0.9477914	0.8489478	0.0741663	0.4555493	0.6990035	0.6837654	0.9230559	0.0383312	0.4119039	1.0250000	0.5745667	0.6245243	0.4594674	0.4700373	0.4726238	0.7220575	0.9031653	0.7858450	0.3980507	0.0193021
0.2662788	1.0767604	1.0806249	0.1681080	0.2042450	0.3616865	0.5080002	0.3951541	1.0139948	0.5258720	0.1239509	1.0490300	0.9913322	1.0342045	0.9507077	0.9439748	0.9392748	1.0647187	1.0008639	0.5990671	0.3047546	1.0390458	1.1491417	0.1914683	1.0574427	0.8385093	0.2442782	0.8352453	0.7159048	1.0272538	0.9136038	0.7377781	0.0803083	0.4564678	0.6190561	0.6723328	0.9551072	0.0462960	0.4649436	1.0024301	0.5273644	0.5970843	0.5547037	0.4914572	0.5533229	0.5936789	1.0344244	0.8118977	0.3555046	0.0128801
