YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.2576994	1.0303690	0.9115793	0.1866417	0.0056093	0.2975233	0.7688367	0.6977982	0.8916317	1.0171098	0.0860006	0.9686324	1.0525581	1.0608079	0.9102054	0.9554171	0.9954702	0.9793188	0.5683940	0.5936593	0.2905679	1.0624406	1.0557588	0.2397625	0.5727935	0.8680700	0.0065657	0.7984938	0.7933176	0.9439880	0.8394725	0.8982149	0.2672605	0.2396321	0.8128999	0.7126484	0.9799021	0.0030211	0.3051590	0.9220408	0.1133947	0.6882653	0.3931623	0.3279198	0.0717992	0.5232405	0.8235940	0.9792638	0.7078269	0.0085773
0.3004871	0.9887849	0.8787090	0.1756056	0.0058964	0.3850050	0.2567593	0.6765487	1.0576755	0.9116818	0.4146724	0.8893415	0.8907233	1.0392381	0.8820569	1.0208680	0.9419579	0.8137208	1.0658803	0.8953005	0.3961680	1.0071516	0.7646351	0.4329689	1.0397947	0.6057122	0.4206562	0.8306243	0.8763505	0.8677968	0.9204426	1.0290111	0.0625499	0.1994579	0.6288265	0.4657387	0.8490453	0.0241842	0.2954455	0.8053919	0.4922272	0.4959904	0.4384526	0.4785391	0.6741300	0.2991706	0.7323933	0.9462633	0.5833040	0.0024347
0.1758850	0.9742680	0.8510662	0.2244170	0.1351771	0.7361146	0.4306589	0.2882873	0.9412567	0.9534521	0.5769377	1.0076359	0.9102476	0.8623097	0.8358068	1.0409175	1.0311723	0.8772117	0.8200139	0.8073237	0.3825161	0.8226894	0.9604605	0.1138266	1.0719815	0.7001977	0.4900909	0.3726294	0.8024686	0.9135950	0.9939118	0.5935763	0.3980758	0.2054502	0.6307576	0.6210195	1.0880579	0.0040298	0.7036577	0.9380796	0.5733336	0.4652219	0.3662688	0.3751400	0.6039089	0.9002318	0.9590330	0.4792678	0.4180574	0.0283565
0.2538038	0.9221038	1.0829783	0.1653625	0.0059040	0.7315484	0.8212104	0.3374432	1.0903111	1.0119308	0.0756468	1.1192203	1.0702956	0.9449415	0.8362054	1.0310143	0.7501544	0.9113782	0.8621565	0.8326629	0.2337791	0.9804532	0.5192210	0.5525261	1.0613675	0.5901127	0.4521702	0.3783485	0.6851007	0.9525441	0.8647625	0.5212578	0.0428326	0.6840818	0.6296502	0.6531387	0.9363648	0.0018800	0.3282541	0.6695615	0.2248067	0.5680959	0.3811964	0.4441644	0.1181354	0.2392692	0.4712917	0.7338859	0.2951399	0.0156870
0.2417827	0.9474491	0.8616304	0.0899178	0.1658548	0.3705110	0.5088649	0.5347178	0.9034137	0.9029723	0.1368484	0.9251023	1.0004897	0.7864844	0.9117826	0.9793066	0.8545278	0.8141462	1.0112041	0.4635314	0.3163797	0.8432309	1.0017085	0.1255979	0.5074976	1.0100231	0.1818799	0.8527072	0.8485669	0.9689574	0.9532374	0.6067553	0.0027369	0.3854006	0.6359805	0.9266391	0.9382444	0.0452417	0.2730817	1.0199330	0.6423066	0.4646338	0.5718897	0.5320203	0.7875022	0.7334797	0.9580259	0.7455861	0.3214318	0.0033132
0.1685507	1.1182600	1.0798148	0.1191560	0.0047264	0.1702149	0.8867095	0.2900064	0.8128857	1.0143634	0.2026689	0.6906033	0.7989744	0.8073751	0.6400894	0.9386288	0.9324983	0.9263186	0.9660576	0.9015443	0.4151482	0.9175647	0.7303431	0.2985337	0.9689428	0.8733866	0.0031564	1.0382217	0.8086405	0.9328876	0.9181042	0.6660901	0.0474655	0.5281229	0.6025681	0.2600836	1.0059336	0.0008618	0.3827016	0.8831315	0.3786751	0.2956935	0.5039966	0.3078953	0.3830352	0.3688926	0.8427582	0.9447318	0.3580379	0.0361688
0.2215656	0.9489777	1.2254766	0.1894971	0.1479229	0.1628655	0.2938825	0.2333644	0.9646869	1.0695877	0.0528989	0.6901325	1.1086779	0.9515967	0.9740781	0.9964602	0.9777617	1.0307522	0.8999949	0.8666961	0.3133995	0.7868936	1.0381712	0.2159164	1.0227999	0.7338035	0.1719445	0.6630728	0.7968843	0.9535243	0.9650791	0.9646371	0.0937275	0.3026080	0.6419333	0.3827656	0.9358412	0.0361889	0.4671815	1.0305663	0.7951187	0.5155429	0.5830518	0.4094057	0.5682964	0.7087156	0.8610224	0.8713616	0.9710870	0.0157676
0.1689143	0.8314097	0.9319621	0.1634342	0.1456102	0.2727852	0.1364243	0.9480455	0.9677246	0.8451472	0.1426494	0.8078160	0.9958713	0.9984967	0.8456292	0.9878876	0.4742554	0.9597140	0.4121963	0.8193382	0.3203330	1.0367262	0.9487567	0.1276375	0.9177812	0.8967605	0.1466518	0.8433239	0.7000132	1.0156568	0.9111748	0.8992909	0.0858776	0.1091046	0.6566427	0.8639369	0.9611593	0.0549330	0.2251298	1.0090174	0.5994458	0.4624380	0.2005703	0.2175133	1.0586330	0.2241132	1.0176644	0.8514149	0.4826762	0.0014615
0.2215497	0.9841484	0.5554378	0.0982106	0.1459384	0.3119124	0.6564800	0.1750920	0.7930209	0.9126222	0.5603883	0.7630594	0.9079867	1.0285993	0.7623118	1.0154153	0.4486004	0.9255693	0.5652627	0.8593892	0.4870332	0.8438698	0.9808676	0.1419028	0.9561718	0.9924753	0.1371312	0.6085951	0.7455677	0.9322596	1.0199763	1.0395478	0.0173035	0.1324108	0.6053598	0.4741610	0.9597787	0.0120656	0.4933734	0.9078667	0.5232603	0.4341657	0.4771226	0.4642121	0.4711557	0.5779738	0.9329393	0.7842688	0.8904714	0.0589709
0.2477012	0.9744434	1.0573363	0.0998092	0.1131756	0.5733980	0.4838149	0.4129469	0.8800343	0.9809687	0.0504729	0.9882325	1.0525580	0.7260885	0.8600210	0.9539406	0.9784207	0.6536940	0.6290561	0.6681291	0.2286770	1.0246698	0.9260771	0.2651963	0.7872456	0.8034689	0.2974853	0.4571953	0.7001835	1.0137482	0.9894873	0.3909818	0.0697706	0.8219915	0.5677813	0.6166737	0.9565618	0.0017699	0.3582341	1.0852530	0.1615182	0.7680685	0.5304925	0.6402446	0.4775165	0.6772552	0.9322360	0.4391267	0.5228289	0.0094521
