YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.0000000	0.6305556	0.6185591	0.1475240	0.0559008	0.2283640	0.4052933	0.3368414	0.8414461	0.8794537	0.0623026	0.7586841	0.9075667	0.6869765	0.6731326	0.7911600	0.6361139	0.6247804	0.7427469	0.7691835	0.1886023	0.7945702	0.6995204	0.1859596	0.6368171	0.5329858	0.1252921	0.4745399	0.4558263	0.7134984	0.7272668	0.5225308	0.0769009	0.2306927	0.4926762	0.4071423	0.7049006	0.0357231	0.3127711	0.6702752	0.3479903	0.3304089	0.0407942	0.4136641	0.4979738	0.3296002	0.7454886	0.6326279	0.3064165	0.0125328
0.7660812	0.0000000	0.6368457	0.6623013	0.5592544	0.3967113	0.4422434	0.2748076	0.8515201	0.7990134	0.0806454	0.7703585	0.6516821	0.6402121	0.6316038	0.0375584	0.6421787	0.7030029	0.8254697	0.5607584	0.3339159	0.7844853	0.6850061	0.1559284	0.7221149	0.4222712	0.4975791	0.4357652	0.5838835	0.1269442	0.0066676	0.0753275	0.4329518	0.3108323	0.4987576	0.1511971	0.0659591	0.0176024	0.2842126	0.6555744	0.3836471	0.4087486	0.5736700	0.2525220	0.3424362	0.3687502	0.7145381	0.3938909	0.3054419	0.0027346
0.8414932	0.0597965	0.0000000	0.6446305	0.7114747	0.3493823	0.3799882	0.1990840	0.6923092	0.6718171	0.0963299	0.7425465	0.6999393	0.6402157	0.6875460	0.2842806	0.7216954	0.6980361	0.8216926	0.7778952	0.2023597	0.6360738	0.7782732	0.1625812	0.7435390	0.3359174	0.4526704	0.3886830	0.5366076	0.6104772	0.0345234	0.0862336	0.4348632	0.3062970	0.2667681	0.1064516	0.0666218	0.0251159	0.3349831	0.5855051	0.3420660	0.3597105	0.6356959	0.2758029	0.4245507	0.4427496	0.6791021	0.3716918	0.3075917	0.0169719
0.1601847	0.6102775	0.6404695	0.0000000	0.1007842	0.2969268	0.4313565	0.2278474	0.8186564	0.7111314	0.0829372	0.7502589	0.8432801	0.7000760	0.6206662	0.7354324	0.7547473	0.7636153	0.5939890	0.6063267	0.1573885	0.7510277	0.7364880	0.2002921	0.8426473	0.6274300	0.1638600	0.4951166	0.5520488	0.7794258	0.7571922	0.5205021	0.0143646	0.2360381	0.3836698	0.5793714	0.6984589	0.0522158	0.2380986	0.6543532	0.4107299	0.3608274	0.2872226	0.3861813	0.3472167	0.3745462	0.6361902	0.6162355	0.2597450	0.0035472
0.1564609	0.6108212	0.6666197	0.0978831	0.0000000	0.3224005	0.4979385	0.2383983	0.6462858	0.6466065	0.0489586	0.7186948	0.7123158	0.7101737	0.6697191	0.8446214	0.7409501	0.8475155	0.6715199	0.7736612	0.2519137	0.6820054	0.6923139	0.1324637	0.7898539	0.7085848	0.0134500	0.5444452	0.5521715	0.6994114	0.7560226	0.6973170	0.0597902	0.2399309	0.5367391	0.5092362	0.7087821	0.0490586	0.3759636	0.8374468	0.2969132	0.3756937	0.2910868	0.3249095	0.3942016	0.4123080	0.7043618	0.5817868	0.2932467	0.0170262
0.1510633	0.7069016	0.7149342	0.0920412	0.0661702	0.0000000	0.2999320	0.2907262	0.8816741	0.7498926	0.0524323	0.7319696	0.7448168	0.6640382	0.6278273	0.7682888	0.7316662	0.6877672	0.6664064	0.5167447	0.1825415	0.7764673	0.7854660	0.1674027	0.7419962	0.6796234	0.1381413	0.7003472	0.5591536	0.6946548	0.7747605	0.7958086	0.0477786	0.1893757	0.5358459	0.4012895	0.7674707	0.0370377	0.3594526	0.6653103	0.4129749	0.4291125	0.3047500	0.3143548	0.5188591	0.4183791	0.7314664	0.7552031	0.2299207	0.0033371
0.1942753	0.7237580	0.6786866	0.1319842	0.0858555	0.3085332	0.0000000	0.5407672	0.8745126	0.6203639	0.0591451	0.6546465	0.7858356	0.6943749	0.6329433	0.6892059	0.7524295	0.7979483	0.6831317	0.7906244	0.2632911	0.7300210	0.7794416	0.1528075	0.7680888	0.6923848	0.1278920	0.4905494	0.6587409	0.6935600	0.6081507	0.5793215	0.0477808	0.2068734	0.5898014	0.4177789	0.7171086	0.0272953	0.2517621	0.6271141	0.4264120	0.4557904	0.2971274	0.2159382	0.6059331	0.4141344	0.7477275	0.6952912	0.3229140	0.0022008
0.1888442	0.6291601	0.7513235	0.1116392	0.0822240	0.2692965	0.4610928	0.0000000	0.6896492	0.7981965	0.1380005	0.7465405	0.8466569	0.8424962	0.6553815	0.6792874	0.7253209	0.7279202	0.6895227	0.6009703	0.2167824	0.6667142	0.6717346	0.1865847	0.8283200	0.6138872	0.0837479	0.5864767	0.5254961	0.6957323	0.6716219	0.5481575	0.0214782	0.3297463	0.5182093	0.4472696	0.7793176	0.0144866	0.3886075	0.7741079	0.4081074	0.4337337	0.2876839	0.2419867	0.0860259	0.4515655	0.6974214	0.6577513	0.3246838	0.2935844
0.2048672	0.6920148	0.6990287	0.0955745	0.1104826	0.3167985	0.4238888	0.4539658	0.0000000	0.7377147	0.0076593	0.7814772	0.8517025	0.6033320	0.5848017	0.6937822	0.6360076	0.6118365	0.7692278	0.5735430	0.2797591	0.6875148	0.6875586	0.0972254	0.7396498	0.6409311	0.1745275	0.6458159	0.6034847	0.7049578	0.6118745	0.6569715	0.0375089	0.6392511	0.4658626	0.4367048	0.6783185	0.0154825	0.3198242	0.7413623	0.1344508	0.4553085	0.2494927	0.3818190	0.4227620	0.5956128	0.7620015	0.6418442	0.2537216	0.0016881
0.1370604	0.7489515	0.7571142	0.1246776	0.1287338	0.2174607	0.4254036	0.2652715	0.8219613	0.0000000	0.0622783	0.7407232	0.6957871	0.9210785	0.7226861	0.7120038	0.6750252	0.7840232	0.8350569	0.0466296	0.1950976	0.8171196	0.7287594	0.1505566	0.6525006	0.6116487	0.1434835	0.6070112	0.5358340	0.6705301	0.6587027	0.5101264	0.0332130	0.3207555	0.5584747	0.8808285	0.8343362	0.0451640	0.2848824	0.7308806	0.3488282	0.4121288	0.2904217	0.3678222	0.2987994	0.4163677	0.6871853	0.5646370	0.2946388	0.0101484
0.2122453	0.6768236	0.6568011	0.1028979	0.0598510	0.3050464	0.4939681	0.2982116	0.7133661	0.6916240	0.0000000	0.6590728	0.6632603	0.7350842	0.5364981	0.6762326	0.7541081	0.7325367	0.7120187	0.6395643	0.2389726	0.8423435	0.7828428	0.1217135	0.8560325	0.5984556	0.1496961	0.5657796	0.5472921	0.6784994	0.7152197	0.6867222	0.0868432	0.5736257	0.5313114	0.4873472	0.6102565	0.0309758	0.2918006	0.5931265	0.3619611	0.3813575	0.2508924	0.2427606	0.2980716	0.4596571	0.7268264	0.6119154	0.2891310	0.0161984
0.2290314	0.6853629	0.7685706	0.1232501	0.0851768	0.0214270	0.3609553	0.2940054	0.7343643	0.9618435	0.0992465	0.0000000	0.7082026	0.7689747	0.7254836	0.8532483	0.8504467	0.6384303	0.7020265	0.6468743	0.2528237	0.6689301	0.6818640	0.1259444	0.6187149	0.6488911	0.0764905	0.7936249	0.5131926	0.8874341	0.7513969	0.6477239	0.0253605	0.2261821	0.4485504	0.3691605	0.7266286	0.0304161	0.2607217	0.6630772	0.3625022	0.4897388	0.3005191	0.3291533	0.4924672	0.4041183	0.5848441	0.7508753	0.3279979	0.0043978
0.1761933	0.7782131	0.6280563	0.1095615	0.0967914	0.2763410	0.3629962	0.4771584	0.8021387	0.7278422	0.3137532	0.6033559	0.0000000	0.8153362	0.0013594	0.7131536	0.6870877	0.7091801	0.6452468	0.6522097	0.6738028	0.7702823	0.6079801	0.1146855	0.6872277	0.5094409	0.1377425	0.5594538	0.8016601	0.7314946	0.8825606	0.7224471	0.0763247	0.1701380	0.4587578	0.4016184	0.6225085	0.0504429	0.0514409	0.7392282	0.1758791	0.4241134	0.3223884	0.3692859	0.3892809	0.3290269	0.8057678	0.7570149	0.3635520	0.2681888
0.1539358	0.6715339	0.6690015	0.1213089	0.0931203	0.2801674	0.8959813	0.2934878	0.6577585	0.7197294	0.0651405	0.6445605	0.9403322	0.0000000	0.6349239	0.7460185	0.8358640	0.7919330	0.7522765	0.7933299	0.2499309	0.7597869	0.7521563	0.1362281	0.6838588	0.7578230	0.1004494	0.6296023	0.6859166	0.8041058	0.5699559	0.6313059	0.0223332	0.2247373	0.4282112	0.3930870	0.7449968	0.0441881	0.6949563	0.6952821	0.4947801	0.3551697	0.2749368	0.2743104	0.2337342	0.4271778	0.7515232	0.7168527	0.1905814	0.0067910
0.1884323	0.6204814	0.7435679	0.1644985	0.0746363	0.3388328	0.3614656	0.2236813	0.6654724	0.8625712	0.0531845	0.7462769	0.7789915	0.6872478	0.0000000	0.6192502	0.7777186	0.8610416	0.6512096	0.7273516	0.6655886	0.8558910	0.7284767	0.1361544	0.6805939	0.6281632	0.0983073	0.4318428	0.6344956	0.6633498	0.6734105	0.6624801	0.0560250	0.3068206	0.4772599	0.3383028	0.7742044	0.0475660	0.0472460	0.7262430	0.4131339	0.4032066	0.2310769	0.3160690	0.4193391	0.3649353	0.5904636	0.7847848	0.3094076	0.4756285
0.1308659	0.7277343	0.7617334	0.1250162	0.0944203	0.3837524	0.4421307	0.3132959	0.6683768	0.7421754	0.0650467	0.7959781	0.7920783	0.7030812	0.6909074	0.0000000	0.6868783	0.6799253	0.7153922	0.6643786	0.1786951	0.7292971	0.5862387	0.1921284	0.7087704	0.5195218	0.1465161	0.5317437	0.4804832	0.0518871	0.5711055	0.5955283	0.0688284	0.2584695	0.0029228	0.6042205	0.8059704	0.0296349	0.3737500	0.6310938	0.3563119	0.4847850	0.3714052	0.4072924	0.3246024	0.5429755	0.6764584	0.6494585	0.3721251	0.0137853
