YML076C	YLR256W	YBR112C	YKL020C	YBR083W	YDR463W	YCR096C	YCR040W	YLR013W	YML113W	YCL067C	YDR081C	YLR098C	YPR199C	YDR310C	YMR070W	YJL056C	YOL067C	YHR006W	YDR520C	YPL075W	YOL089C	YPL248C	YML051W	YFL021W	YDR098CB	YLL065W	YLR094C	YDR210WC	YKR003W	YEL035C	YCR018CA	YDR495C	YDR103W	YCL027W	YDR545W	YML126C	YDR099W	YLR082C	YDR493W	YCR041W	YDR277C	YGR220C	YHR156C	YKL178C	YBL113C	YNL073W	YDR048C	YBR020W	YGL169W
0.0000000	0.8375939	0.9699550	0.1778984	0.1563927	0.3741207	0.4921507	0.3695317	0.9577684	0.9891620	0.1218355	0.9042918	1.0736492	0.9587402	0.8574225	1.0430444	0.9415370	0.9697610	0.9471942	0.8574724	0.3118094	1.1146068	0.8987307	0.2578896	0.9590294	0.8529426	0.1570164	0.7599292	0.8543643	1.0002205	0.9173211	0.7679050	0.0808437	0.4325127	0.6133268	0.6286913	0.9360536	0.0496355	0.4277110	0.9536498	0.5227762	0.5546485	0.0961607	0.4449689	0.5907626	0.4805590	0.9367275	0.9374015	0.4152848	0.0050276
0.9799307	0.0000000	1.0105139	1.0681422	1.0661432	0.5812848	0.6167679	0.3985959	1.0100400	0.9025577	0.1028768	1.0742703	1.0658929	0.9977365	0.8110082	0.0577486	1.0009487	0.9969784	1.0670690	0.8530986	0.3681439	0.9696414	0.9846770	0.1659460	0.9993771	0.4614571	0.7073577	0.5821920	0.7440631	0.1543871	0.0081028	0.1572753	0.6768642	0.3721536	0.5254826	0.1575418	0.0928734	0.0494430	0.4240667	0.9297581	0.5437241	0.5315367	0.9156170	0.3044273	0.5640919	0.5299496	0.8730791	0.4791468	0.4303792	0.0048580
1.0343289	0.0622132	0.0000000	1.1366623	0.8779737	0.5972961	0.5403124	0.3617345	1.0148582	1.0481445	0.1405230	1.0819883	0.8894590	0.9223343	0.9210784	0.3248724	0.9913068	1.0801740	0.9416783	0.8966317	0.3225697	1.0391016	0.9852665	0.1958520	0.9779114	0.6056854	0.6097546	0.6003463	0.7826092	0.8726656	0.0750920	0.1147586	0.6384576	0.3928886	0.3640982	0.1758308	0.0954044	0.0311254	0.4415031	1.0319504	0.4830927	0.5507248	0.8896998	0.3204623	0.4563758	0.5900431	1.1140215	0.5732683	0.4087913	0.0041805
0.2250314	1.0268813	0.7925507	0.0000000	0.1102588	0.4496118	0.5798596	0.3656585	1.1123172	1.0329853	0.1014208	1.0520470	1.1362042	0.9246023	0.9561883	0.8622336	1.0871124	0.9919782	0.9362989	0.8515528	0.2731146	0.9716663	0.9468425	0.2351594	1.0194928	0.9208371	0.2093881	0.7771726	0.7921779	0.9319007	1.0132945	0.8867769	0.0078868	0.2852214	0.6550714	0.7322054	0.9520750	0.0340236	0.3948050	0.9271106	0.5262030	0.5408536	0.4142062	0.4150167	0.4968905	0.4718180	0.8609596	0.9081837	0.3892761	0.0064762
0.2429535	1.0168664	0.9477165	0.1094406	0.0000000	0.3958585	0.6239710	0.3668348	0.9697499	1.0136310	0.1123848	0.9721172	1.0173526	1.0174752	0.8503804	1.0507237	1.0322936	1.0244908	0.9740057	0.9996092	0.3060741	1.0018806	0.9764367	0.1768312	1.0386351	0.8636815	0.0301748	0.7944809	0.7468224	0.9080202	0.9361488	0.9828288	0.0439078	0.3433524	0.7169091	0.5955774	0.9533435	0.0367663	0.4267555	1.0043062	0.4591148	0.6045089	0.4266306	0.3977122	0.5910596	0.6099272	1.0626510	0.9144123	0.4395804	0.0211841
0.2405762	1.0395572	0.9813552	0.1412687	0.1289604	0.0000000	0.4853939	0.3463663	1.0068693	1.0612208	0.0976162	1.0785993	0.9135935	0.9873280	0.8360222	1.0777572	1.0413014	1.0387658	0.9689289	0.7535083	0.2793158	1.0351493	1.0815575	0.2173627	1.0713375	0.8649813	0.1677406	1.1409161	0.7901010	1.0070822	0.7743433	1.0036620	0.0705295	0.2985960	0.7271045	0.7466644	1.0837102	0.0450797	0.5331003	1.0826257	0.5829739	0.6364903	0.4428623	0.4228285	0.5921510	0.6998066	1.0275891	1.0271229	0.4408648	0.0069468
0.2578334	1.0813362	0.9960334	0.2131205	0.1209753	0.4109547	0.0000000	0.6095313	1.1486991	1.0178522	0.1053501	0.9250484	1.0556273	1.0145011	0.8885286	1.0574507	1.1172380	1.0054991	1.0925703	0.9270927	0.3863506	1.0181603	0.9907792	0.2088671	0.9965482	0.8422125	0.2109540	0.8839649	0.7261957	0.9819279	0.9394565	0.7934416	0.0899165	0.2799397	0.6581479	0.6142978	1.0167511	0.0355770	0.4733615	0.9242858	0.4473483	0.6037957	0.4450233	0.3576102	1.0888809	0.5911348	0.9365417	0.8541953	0.4397029	0.0067975
0.2164603	0.9792285	1.0515642	0.1393834	0.0808477	0.3949658	0.5687814	0.0000000	1.1020051	1.0643931	0.0961114	1.0841850	0.9717314	1.0463899	0.8102265	0.9036082	1.0243730	1.0205279	0.9009227	0.7557087	0.3262608	1.0673570	0.9174112	0.2366311	1.0251507	0.9417478	0.1798872	0.7013612	0.8225866	0.9967887	0.8424922	0.8684661	0.0602422	0.4162007	0.6524773	0.6460499	0.9824821	0.0228753	0.4176878	1.0470459	0.4900174	0.5871824	0.3192555	0.3656472	0.0850046	0.5358261	1.0146320	0.8864630	0.4115645	0.4405168
0.2246964	1.0390287	1.0926233	0.1073653	0.1387887	0.3437398	0.6264145	0.6383884	0.0000000	1.0084589	0.0259821	1.0577146	1.0498246	0.9875723	0.8558619	1.1692062	0.8800446	1.0106884	1.0640010	0.9257537	0.3976114	1.1045118	1.0735744	0.1694935	0.9827248	0.8942503	0.2035148	0.9280961	0.8664392	0.9944164	0.9385644	0.8592606	0.0759420	0.6621993	0.6240040	0.5158453	1.0013692	0.0291807	0.3617592	1.0591612	0.1128184	0.7023364	0.4633336	0.3734279	0.6168721	0.8358001	0.9880762	0.7309851	0.3891743	0.0065999
0.2295300	0.9970921	1.0291907	0.1479653	0.1429109	0.4209196	0.6318334	0.3671461	1.0394008	0.0000000	0.1268402	1.0496706	1.0173022	0.9554391	1.0055828	0.9826011	1.0039453	1.0672727	0.9785872	0.0245037	0.2257233	1.0991816	1.0639368	0.1570364	0.9706649	0.8860243	0.1618774	0.7101716	0.8118460	0.9211671	0.9306142	0.8032505	0.0596777	0.4014029	0.7020760	1.1281215	0.8834694	0.0703236	0.4798146	1.0175331	0.5213727	0.6706667	0.4709737	0.5202173	0.4610491	0.5354088	0.9925629	0.8549615	0.3652414	0.0074746
0.2217442	1.0190809	1.0066004	0.1956445	0.1073030	0.4467032	0.6424376	0.3626662	1.0184918	0.9756403	0.0000000	1.0831656	0.9792009	1.0152187	0.8501491	1.0116616	1.0417245	0.9198935	1.0634836	0.8634621	0.3857997	1.0193615	1.0103879	0.1989571	1.0146764	0.9502925	0.1905500	0.8591934	0.8093320	0.9710752	1.0433489	0.7865196	0.0652272	0.8319283	0.6705578	0.7018643	0.9886812	0.0286788	0.3312639	0.9563164	0.5328079	0.5543922	0.3565313	0.4555179	0.4514840	0.5572540	1.0878373	0.8120733	0.4318899	0.0163872
0.2393289	0.9669873	0.9416974	0.2022634	0.0923324	0.0311062	0.4680882	0.4174326	1.0088877	1.0076070	0.1221028	0.0000000	1.0277493	0.9810829	0.9173187	1.0370876	0.9784532	1.0384115	0.9659889	0.8702498	0.3040742	1.0709128	0.9935624	0.2276335	0.9503053	0.9569474	0.1418214	1.0375734	0.7346812	0.9786369	0.9185641	0.8989563	0.0733936	0.2513491	0.6043880	0.5816804	0.9689597	0.0400867	0.4538499	1.0404315	0.4389206	0.6588606	0.5327671	0.4787204	0.6527331	0.6039215	1.0196136	1.0421153	0.4438248	0.0133427
0.2174433	1.0096818	0.9698331	0.1741484	0.1394310	0.3065471	0.5114503	0.6417457	1.0258719	0.9754016	0.4699613	0.9505662	0.0000000	1.0236248	0.0097365	0.9059066	0.9895003	0.9257922	0.9763371	0.8292492	0.9292186	1.1207090	1.0527533	0.2102046	1.0144978	0.9291664	0.2542304	0.7761144	0.9837903	0.9245357	0.8991159	0.7778451	0.0831806	0.3675709	0.6198567	0.5675322	0.8801866	0.0514663	0.0977408	1.0607775	0.2197515	0.6187096	0.3801099	0.4183604	0.6358419	0.5629675	0.9876391	0.8323745	0.3882236	0.5185577
0.1753642	0.9759871	1.0569345	0.1528134	0.1126511	0.2898911	0.9840134	0.2895881	0.9642897	0.9534049	0.1048430	0.9900274	1.0001254	0.0000000	0.9636912	0.9044119	1.0665977	1.0203290	0.9520760	0.7858747	0.3457777	0.9977973	0.9546657	0.2163684	1.0239601	0.8725299	0.2035668	0.8510367	0.8923523	0.9403291	0.8604946	0.8517840	0.0273720	0.2571746	0.6682497	0.6078133	0.9768440	0.0422094	0.9039573	0.9229299	0.6498405	0.4911261	0.4075637	0.4298513	0.2786475	0.5698955	0.9163573	0.9657364	0.3060705	0.0063055
0.1512589	0.9638149	1.0056258	0.1642279	0.1186974	0.3577646	0.5689238	0.3632728	1.0612430	0.9292961	0.0754254	0.9770439	1.0391231	0.9917849	0.0000000	1.0812784	1.0747088	0.9419893	1.0245411	0.9376417	1.0001515	1.1187368	0.9868309	0.2282965	0.8983113	0.9208547	0.1498001	0.7281265	0.9722087	1.0141695	0.9514960	0.8597604	0.0613290	0.4192632	0.6078833	0.4912231	0.9107422	0.0439007	0.0916257	1.0251105	0.5216303	0.5585330	0.3106308	0.4046947	0.4582920	0.5915873	0.9480547	0.8718700	0.4447502	0.5583814
0.2739736	0.9825298	1.1219626	0.2158390	0.1522723	0.4341958	0.6064871	0.3168776	0.9480155	0.9601693	0.0860047	1.0441382	0.9733054	1.0333175	0.9690552	0.0000000	1.1108923	0.9052601	1.0921330	0.8985208	0.2987736	1.0302881	0.8948424	0.1895589	0.9936184	0.8985792	0.1809632	0.7340125	0.7860622	0.0427889	0.9031854	0.8323243	0.1215493	0.3997244	0.0156515	0.6376546	1.0521921	0.0431240	0.5071936	1.0127898	0.5448727	0.5242269	0.3496806	0.4148124	0.4775333	0.5796874	0.9961224	0.9224788	0.3833492	0.0215440
0.2430553	1.0085157	1.0948049	0.1586349	0.1578693	0.4820638	0.5508388	0.5833195	1.0031249	1.1017345	0.0138330	1.0057879	1.0366561	1.0577148	0.8558099	0.8879851	0.0000000	0.9570802	0.9909485	0.8364209	0.3162050	0.9381583	0.9802429	0.2209192	0.9872743	0.8628713	0.2183761	0.7640814	0.7340324	1.0637413	0.9047748	0.9097974	0.1079014	0.7938315	0.6869702	0.1735711	0.9980525	0.0284181	0.3684065	0.9638922	0.7978691	0.5442222	0.4445644	0.4092576	0.6503309	0.4927126	0.9264753	1.0052173	0.4141377	0.0100841
